,Question Number,Question,Number,Answer Number,Answer
39,Question 1.45,"/_387 Ih a v ea2 0 ×20 chessboard and a very large box of identical
cubes. Each square on the chessboard is the same size as the face of any cube.
I am going to arrange piles of cubes on the chessboard in a special pattern.
Ia l i g no n ee d g eo ft h eb o a r ds oi ti sr u n n i n gn o r t h – s o u t h . Is t a r ta tt h e
northwest corner by placing one cube on that square. Whenever I step to the
south or the east, I place a pile of cubes containing one more cube than in the
previous square. This produces the pattern in Figure 1.2. How many cubes
in total are there on the chessboard?
1234···1920
2345···2021
3456···2122
4567···2223
.....................
19202122···3738
20212223···3839
Figure 1.2: Number of Cubes on Each Square of a 20 ×20 Chessboard (Q)",1.45,Answer 1.45,"I present an elegant approach followed by three algebraic ap-
proaches. Please see Figure A.5 for reference.
FIRST SOLUT ION
Imagine the 20 ×20 chessboard in front of you, with the stacks of cubes on it as
in Figure A.5. Now slice through the cubes horizontally at height 20 units. The
cubes above the slice all lie in the southeast lower-triangular section below the
non-leading diagonal. Now ﬂip the above-the-slice cubes across the diagonal
from southeast to northwest. They will ﬁll the lower stacks to a height of 20
units. You now have a solid cube, and the total number of cubes must be
n3=2 03=8,000.
SECOND SOLUT ION45
Think of each row as being like successive images of a moving ticker tape
containing the numbers 1 to 39. We view the tape through a window, and we
see only 20 numbers at a time. The tape is moving to the left, one step at a
45I thank Sudheer Naidu D for this approach; any errors are mine.
©2021 Timothy Falcon Crack 144 All Rights Reserved Worldwide"
40,Question 1.46,"You are standing at the center of a circular ﬁeld of radius R.T h e
ﬁeld has a low wire fence around it. Attached to the wire fence (and restricted
to running around the perimeter) is a large, sharp-fanged, hungry dog who
likes to eat any humans he can catch. You can run at speed v.U n f o r t u n a t e l y ,
the dog can run four times as fast, at 4 v.T h e d o g w i l l d o h i s b e s t t o c a t c h
you if you try to escape the ﬁeld. What is your running strategy to escape the
ﬁeld without feeding yourself to the dog?",1.46,Answer 1.46,"The naive strategy is to run directly away from the dog toward
the edge of the ﬁeld. However, at speed v,i tt a k e sy o uR
vunits of time to get
to the perimeter, while it takes the dog only1
22πR
4v=πR
4v≈3
4×R
vunits of
time to get there—so he will meet you and eat you. You somehow need to get
further from him and closer to the fence before you make a run for it.
Suppose you behave somewhat like the dog. Step away from the center of the
circle until you are at a radius ofR
4. Now constrain yourself to running circuits
around that radius. It takes youπR
4vunits of time to run half-way around this
circle. The dog can also run half-way around the ﬁeld in the same time. That
is, at this radius, you and the dog are perfectly matched in your abilities to
run around in circles.
47Im a k eu s eo ft h ep r o p e r t yt h a t/summ⎬tiontextn
j=1j=n(n+1)
2(see Answer 1.4).
©2021 Timothy Falcon Crack 146 All Rights Reserved Worldwide"
41,Question 1.47,"Please prove that the following relationship holds:
/integr⎬ldispl⎬y+∞
−∞e−x2dx=√π
©2021 Timothy Falcon Crack 57 All Rights Reserved Worldwide",1.47,Answer 1.47,"There are two methods. The ﬁrst method assumes a known prob-
ability result (this may be suﬃcient for you); the second method subsumes the
ﬁrst by proving the aforementioned probability result before proceeding.
FIRST SOLUT ION
The integral is immediately recognized as a simple transformation of an inte-
gral over the entire domain of a normally distributed random variable.
The standard normal distribution has probability density function f(u)≡
1√
2πe−1
2u2,f o r −∞<u< +∞. Integrating over the entire domain must
produce total probability mass of unity:
/integr⎬ldispl⎬y+∞
−∞f(u)du=/integr⎬ldispl⎬y+∞
−∞1√
2πe−1
2u2du=1
If we substitute in x=1√
2u(to make the integral look like the one we seek),
then dx=1√
2du,a n dw eg e t
/integr⎬ldispl⎬y+∞
−∞1√πe−x2dx=1.
Multiply both sides by√π, and the result follows immediately.
©2021 Timothy Falcon Crack 147 All Rights Reserved Worldwide"
42,Question 1.48,What is/integr⎬ltextsecθdθequal to?9,1.48,Answer 1.48,"Of all the simple trigonometric functions that you might be asked
to integrate,/integr⎬ltextsecθdθhas arguably the most complicated answer. I get reports
of that being asked often.
©2021 Timothy Falcon Crack 148 All Rights Reserved Worldwide"
43,Question 1.49,"As a follow-up to the previous question, now please integrate
secθfrom 0 to π/6.",1.49,Answer 1.49,"Using Table A.5, we get that
/integr⎬ldispl⎬yπ
6
0secθ=l n |secθ+t a n θ|/vextendsingle/vextendsingle/vextendsingle/vextendsingleπ
6
0
=l n/vextendsingle/vextendsingle/vextendsingle/vextendsinglesecπ
6+t a nπ
6/vextendsingle/vextendsingle/vextendsingle/vextendsingle−ln|sec 0 + tan 0 |.
From Table A.4, we have that sec θ=1
cosθand tan θ=sinθ
cosθ.L o o k i n g a t t h e
limits, we need sin 0 = 0, cos 0 = 1, sinπ
6=1
2,a n dc o sπ
6=√
3
2,w h i c ha r e
standard results. Plugging these in, and using ln1 = 0, yields/integr⎬ltextπ
6
0secθ=l n√
3.
48The trigonometric functions’ names are short for sine, cosine, tangent, cotangent, secant, and
cosecant.
©2021 Timothy Falcon Crack 149 All Rights Reserved Worldwide"
44,Question 1.5,"/_387 An old style analog clock falls oﬀ the wall and the face breaks into
three pieces. The numbers on each piece add to the same total. Describe the
pieces.",1.5,Answer 1.5,"The numbers on the dial add to 78 in total (recall that/summ⎬tiontext12
i=1=
12(12+1)
2=6×13). So, each piece must have a total of 26 on it. My initial
attempt was to ﬁnd slices (like pizza slices) that satisfy the constraint. Walking
around the dial looking for consecutive numbers that add to 26, you soon ﬁnd
that 5-6-7-8 adds to 26, and 11-12-1-2 adds to 26, but nothing else works. So,
none of the pieces is pizza-slice shaped. They are 5-6-7-8, 11-12-1-2, and a
band across the middle with 10-9-3-4."
45,Question 1.50,"Does the inﬁnite sum/summ⎬tiontext∞
n=1e−√nconverge?",1.5,Answer 1.50,"The sum/summ⎬tiontext∞
n=1e−√ntakes the form/summ⎬tiontext∞
n=1an,w h e r e an≡e−√n.
There is a whole host of tests for the convergence of such sums. Before we
look at these, a short review of the terminology is in order.
A“ s e q u e n c e ”i sas e to fn u m b e r s a1,a2,a3,...indexed in a particular order
corresponding to the natural numbers. We may denote the sequence as “ {an}.”
Each number, an, in the sequence is a “term. ” The “limit of a sequence” exists
and is equal to l<∞if the numbers anget closer and closer to lasngets
larger. That is, lim n→∞an=l. If such a limit exists, then the sequence is
said to “converge” to that limit, and the limit is unique. If a sequence does
not converge, then it “diverges. ” There is no mention of additivity here: A
sequence is a succession, not a sum.
A “series” is formed from a sequence via partial sums. Let S1=a1,S2=
a1+a2,S3=a1+a2+a3,a n ds oo n ,s ot h a t Sn=/summ⎬tiontextn
i=1aiis the nth“partial
sum” of the sequence {an}.T h e n t h e s u m/summ⎬tiontext∞
n=1anis referred to as an “inﬁnite
series. ” The inﬁnite series/summ⎬tiontext∞
n=1anis said to be “convergent” if the sequence
of its partial sums {Sn}is convergent.
A necessary (but not suﬃcient) condition for convergence of an inﬁnite series
{an}is that an→0a s n→∞.I n o u r c a s e , an=e−√n→0, so we cannot
reject convergence.
The ﬁrst (of several) formal tests that comes to mind is The Ratio Test (for
series with positive terms only):
©2021 Timothy Falcon Crack 150 All Rights Reserved Worldwide"
46,Question 1.51,"/_387 One analyst (John) is talking to another (Mary) while working
on a deal book at 2 am. Mary learns that John’s sister has three children.
“How old are the children?” asks Mary. “Well,” replies John, “the product of
their ages is 36.” Mary thinks for a while and says, “I need more information.”
“Hmmm, the sum of their ages is the same as this ﬁgure right here,” says John
pointing at the spreadsheet. “Still not enough information,” says Mary after
thinking for a minute. “The eldest is dyslexic,” says John. How old are the
children?",1.51,Answer 1.51,"The numbers used and the situation described may diﬀer from
question to question, but the general solution technique is always the same.
Factor the product into all possible triplets: (1,2,18), (1,3,12), (1,4,9), (1,6,6),
(2,2,9), (2,3,6), and (3,3,4). Which one is it? Well, Mary knows the sum,
and these potential triplets sum to 21,16,14,13,13,11, and 10, respectively.
Knowing the sum was not suﬃcient for Mary to pin down the triplet, so it
must be a triplet with a non-unique sum: 13 in this case. This cuts down the
candidates to (1,6,6) and (2,2,9). John says the eldest is dyslexic, so there
must be an eldest (ignoring rubbish answers like one twin is 20 minutes older
than the other). That just leaves (2,2,9)."
47,Question 1.52,"/_387 You are given eight balls. They appear identical, but one is
heavier than the rest. As in the previous ball questions, you have a pair of
scales. How do you ﬁnd the heavy ball?",1.52,Answer 1.52,"You know one of the eight balls is heavy. Compare one group of
three to another group of three. You need only one more weighing—for a total
of two weighings."
48,Question 1.53,"What are/summ⎬tiontextn
k=1k2,a n d/summ⎬tiontextn
k=1k3?",1.53,Answer 1.53,"The sums in Table A.6 are well known (the ﬁrst is discussed ex-
tensively in the answer to Question 1.4).49You should certainly know the ﬁrst
sum by heart, and you should note that the third is the ﬁrst squared.
Table A.6: Sums of k,k2,a n d k3
/summ⎬tiontextn
k=1kn(n+1)
2
/summ⎬tiontextn
k=1k2 n(n+1)(2 n+1)
6
/summ⎬tiontextn
k=1k3 n2(n+1)2
4
Ig i v ef o u rq u i t ed i ﬀ e r e n ts o l u t i o n s .M yﬁ r s ts o l u t i o nu s e sw h a tIh a v en a m e d
a “visual staircase” technique, and almost no algebra. My second solution
uses the binomial theorem and Pascal’s triangle.50My third solution uses a
sensible guess plus induction. My fourth solution is similar, but requires that
you notice, or already know, a special result.
49The fourth-order result is not well known:/summ⎬tiontextn
k=1k4=n(n+1)(2 n+1)(3 n2+3n−1)
30(Spiegel [1968,
p. 108]).
50Pascal’s triangle has the following rows: [1], [1 1],[1 2 1], [ 1 3 3 1], [1 4 6 4 1], and so on.
Apart from the 1’s, each item is the sum of the two items above when stacked like a pyramid. The
(n+ 1)strow gives the coeﬃcients in the polynomial expansion of ( a+b)n.
©2021 Timothy Falcon Crack 153 All Rights Reserved Worldwide"
49,Question 1.54,"/_387 We are to play a game on a table in the next room. We each
have an inﬁnite bag of identical quarters (i.e., American 25-cent pieces). We
will take it in turns to put one quarter on the table. Quarters may not overlap
on the table. When there is no room left on the table to put another quarter,
the winner is the last person to put a quarter on the table. Let me tell you that
there does exist a strategy for winning and that this strategy is independent
of the size of the table.
1. What is the shape of the table?
2. Do you start?
3. What is your strategy for winning?
4. Is there any case where this does not work?",1.54,Answer 1.54,"You win if you can place the last coin on the table and leave no
space for me to place a further coin. A necessary condition is that the table be
radially symmetric. That is, there must exist a central point on the table (at
its center of mass if the table is of uniform density and thickness) such that any
line drawn upon the table passing through this central point is evenly bisected
at this central point. Simple examples are a square, an ellipse, a rectangle, a
circular disc, etc.
You should play ﬁrst and place your ﬁrst quarter at the center of the table.
You should make subsequent moves by imitating me: Place your quarter in the
mirror image of my position when viewed looking through the central point.
This ensures victory because if I can still place a coin on the table, then so
can you.55
Although radial symmetry is necessary, it is not suﬃcient. The strategy does
not necessarily work if the table is a regular shape but not a simply-connected
one; for example, an annulus.56If the table is an annulus and the hole in the
middle is bigger than a quarter, then the only change to your winning strategy
is that you should let me go ﬁrst.
Story: A student of mine was asked “How would you value yourself?” That
is, put a dollar ﬁgure on your value using discounted cash ﬂow analysis."
50,Question 1.55,"/_387 You have a chessboard (8 ×8) plus a big box of dominoes (each
2×1). I use a marker pen to put an “X” in the squares at coordinates (1,1)
and (8,8)—a pair of diagonally opposing corners. Is it possible to cover the
remaining 62 squares using the dominoes without any of them sticking out
over the edge of the board and without any of them overlapping? You must
not damage the board or the dominoes in the process or do anything weird
like standing them on their ends—just answer the question.10
9Similarly, you could see questions on integrals (or derivatives) of sin θ, cos θ, tan θ, cot θ, and
cosec θ.
10Naoki Sato has suggested a follow-up question. Place an “X” on two squares: one black, and
one white. Can you cover the remaining squares with dominoes? See Answer 1.55 for the solution.
©2021 Timothy Falcon Crack 58 All Rights Reserved Worldwide",1.55,Answer 1.55,"No, you deﬁnitely cannot tile the 62 squares with the dominoes.
If you cannot see why, then go back and think again before reading on.
55I thank Tim Hoel and Victor H. Lin for this elegant solution technique.
56An “annulus” is a disc with a hole in the center—like a musical compact disc, for example.
An annulus is path connected (any two points may be joined by a line), and is therefore connected
(it cannot be split into two non-empty non-intersecting open sets), but it is not simply connected
(which requires path-connectivity and that any loop may be shrunk continuously within the set).
©2021 Timothy Falcon Crack 160 All Rights Reserved Worldwide"
51,Question 1.56,"(***) You have 52 playing cards (26 red, 26 black). You draw
cards one by one. A red card pays you a dollar. A black one ﬁnes you a
dollar. You can stop any time you want. Cards are not returned to the deck
after being drawn. What is the optimal stopping rule in terms of maximizing
expected payoﬀ? Also, what is the expected payoﬀ following this optimal
rule?11",1.56,Answer 1.56,"Deciphering the optimal strategy is analogous to locating an opti-
mal stock price exercise boundary for an American-style option. Calculating
the expected payoﬀ to the game, assuming the optimal strategy, is analogous
to valuing an American-style option. Like valuing an American option, you
have to work backward through a decision tree, calculating the expected pay-
oﬀs to proceeding versus stopping at each node. For two, four, six, and eight
cards, the expected payoﬀ to the game is $1
2,$2
3,$17
20, and $1, respectively,
when following the optimal strategy. The two-card game decision tree is a
sub-tree of the four-card game decision tree, so later results can be appended
to earlier ones. Stop reading here and try to replicate these numbers.
LetRandBdenote the number of red and black cards, respectively, when
you begin play ( R=B=2 6i no u rc a s e ) . L e t randbdenote the number
of red and black cards remaining in the deck at some intermediate stage of
the game when you are trying to decide whether to take another card. You
get +1 for each red card drawn and −1f o re a c hb l a c kc a r dd r a w n ,s oy o u r
current accumulated score is the number of reds drawn so far less the number
of blacks drawn so far: ( R−r)−(B−b). The expected value of the game
V(r, b) is the current accumulated score plus the additional expected value,
if any, remaining in the deck, assuming optimal play. With randbcards
remaining, denote this additional expected value as E(r, b). Thus, the value
of the game is V(r, b)=( R−r)−(B−b)+E(r, b). Simple logic dictates that
57An alternative solution has been suggested to me by Aidong Chen. Let each square on the
board be described by its coordinates ( x, y) for 1 ≤x, y≤8. Any domino covers two adjacent
squares, either ( x, y) and ( x, y+ 1), or ( x, y) and ( x+1,y). If we add those coordinates up, we
get 2 x+2y+ 1 in either case. To tile the 62 remaining squares requires 31 dominoes. If we add
up 31 coordinate sums, each of form 2 x+2y+ 1, we must get an odd number. If we add up the
coordinate sums of the 62 remaining squares, however, we must get an even number (because the
sum of the coordinate sums of all 64 squares is even by symmetry, and the two corners to subtract,
(1,1) and (8,8), have even sums). So, it cannot be done.
©2021 Timothy Falcon Crack 161 All Rights Reserved Worldwide"
52,Question 1.57,"One of my students interviewed with some folks who “wanted to
get an idea of his comfort with formulae and with explaining things to clients. ”
They asked why it is that if pis a prime number greater than 3, then p2−1
is always divisible by 24 with no remainder.",1.57,Answer 1.57,"A prime number has no factors other than itself and 1. Thus, 4
is not prime because it has factors: (1,4), and (2,2). Drawing a number line
might be a good way to explain this to an interviewer. I will just use words.
1. A prime p bigger than 2 cannot be an integer multiple of 2, else it would
not be prime. Thus, a prime bigger than 2 must be odd. Thus, p ? 1 is
even. Thus, p ? 1=2n for some positive integer n. Thus, p = 2n + 1.
2. A prime p bigger than 3 cannot be an integer multiple of 3, else it would
not be prime. However, draw a number line and it must be that either
p ? 1 or p + 1 (but not both) is a multiple of 3. That is, p is 1 away from
a multiple of 3, but we do not know in which direction. Thus, p�1=3m
for some positive integer m, where � means exactly one of + or ?, but
not both. Thus, p = 3m � 1.
3. The question asks about p2?1. From #1 we see that p2?1=4n2+ 4n =
4n(n + 1). One of n or n + 1 must be even, and with that 4 there, we see
that p2 ? 1 contains a factor of 8 (i.e., 2 � 2 � 2).
4. From #2, we see that p2 ? 1=9m2 � 6m = 3m(m � 2). Thus, p2 ? 1
contains 3 as a factor.
5. If we picture p2 ? 1 factored out into all possible numbers of smallest possible size, then the results from #3 and #4 cannot overlap. That is,
p2?1 contains factors of 2�2�2 and 3; thus, p2?1 is an integer multiple
of 24."
53,Question 1.58,"You are bidding Bfor a ﬁrm whose unknown true value is uni-
formly distributed between 0 and 1. Although you do not know the true value
Sof the ﬁrm, you do know that as soon as people learn that you have made
ab i dt h i sn e w sw i l lc a u s et h ev a l u et od o u b l et o2 S.Y o u r b i d , h o w e v e r , w i l l
be accepted only if it is at least as large as the original value of the ﬁrm. How
do you bid so as to maximize your expected payoﬀ?",1.58,Answer 1.58,"LetBbe your bid. Let Sbe the true value of the ﬁrm. The
density function of Sequals unity for 0 ≤S≤1, and zero otherwise. Your
payoﬀ Pis
P(S)=/⎭r⎬celeft⎜igg
2S−B,ifB>S
0, otherwise .
The maximum post-bid ﬁrm value is 2, so you should bid no more than 2. You
want to maximize E[P(S)] with respect to choice of Bin the interval [0 ,2].
Your expected payoﬀ is
E[P(S)] =/integr⎬ldispl⎬yS=1
S=0P(S)·1·dS
=/integr⎬ldispl⎬yS=min( B,1)
S=0(2S−B)dS
=( S2−BS)/vextendsingle/vextendsingle/vextendsingle/vextendsingleS=min( B,1)
S=0
=/⎭r⎬celeft⎜igg
0,ifB≤1
1−B,ifB>1,
so you should bid less than or equal to 1 and expect to break even.
©2021 Timothy Falcon Crack 164 All Rights Reserved Worldwide"
54,Question 1.59,"/_387 You have a string-like fuse that burns in exactly one minute.
The fuse is inhomogeneous, and it may burn slowly at ﬁrst, then quickly, then
slowly, and so on. You have a match, and no watch. How do you measure
exactly 30 seconds?",1.59,Answer 1.59,"What is going to happen if you light both ends simultaneously?
The two ﬁzzing sparking ﬂames are going to burn toward each other and meet.
When they meet 60 seconds worth of fuse has been burnt in two sections that
each took the same amount of time. How much time? It has to be exactly
30 seconds because they both took the same time, and these times add to 60
seconds. Of course, you have to bend the fuse so that you can light both ends
simultaneously and when they meet it probably won’t be in the center of the
fuse."
55,Question 1.6,"/_387 (**) You are given a set of scales and 12 marbles. The scales are
of the old balance variety. That is, a small dish hangs from each end of a rod
that is balanced in the middle ( /_554). The device enables you to conclude either
that the contents of the dishes weigh the same or that the dish that falls lower
has heavier contents than the other.
The 12 marbles appear to be identical. In fact, 11 of them are identical, and
one is of a diﬀerent weight. Your task is to identify the unusual marble and
discard it. You are allowed to use the scales three times if you wish, but no
more. Note that the unusual marble may be heavier than the others, or it
may be lighter; you do not know which. You are asked to both identify it and
determine whether it is heavy or light.",1.6,Answer 1.6,"This challenging question has been very popular. Sometimes it is
balls, sometimes marbles, sometimes coins. I present two solutions.3
FIRST SOLUT ION4
Let me write, say, 1Hif marble 1 is heavy or potentially heavy (it should be
clear by the context), but if it cannot be light. Similarly, let me write 1Lif
marble 1 is light or potentially light, but if it cannot be heavy. Using this
notation, the 12 marbles yield 24 diﬀerent possible outcomes, because each
marble may be heavy or light, relative to its peers:
1H 2H 3H 4H 5H 6H 7H 8H 9H 10H 11H 12H
1L 2L 3L 4L 5L 6L 7L 8L 9L 10L 11L 12L.
Split the 12 marbles into three groups: Let these be, say, marbles 1–4, marbles
5–8, and marbles 9–12. Compare marbles {1234 }(in the ﬁrst dish) with
marbles {5678 }(in the second dish). There are three cases, as follows.
Case 1: The ﬁrst dish is heavy. In this case, we have reduced the 24 possible
outcomes to only eight possible outcomes, as indicated:
1H 2H 3H 4H 5H 6H 7H 8H 9H 10H 11H 12H
1L 2L 3L 4L 5L 6L 7L 8L 9L 10L 11L 12L.
3One of my readers, who tried this at home, said that the methods given here, while successful
in theory, would not work in practice. He said he would need to add the use of a marker pen to
the problem statement to keep track of which marble was which when swapping marbles between
the dishes on the balance.
4It h a n kT o d o rB o n c h e va n dJ a b r a nZ a h i df o rt h i ss o l u t i o nt e c h n i q u e ;a n ye r r o r sa r em i n e .
©2021 Timothy Falcon Crack 107 All Rights Reserved Worldwide"
56,Question 1.60,"/_387 You have two string-like fuses. Each burns in exactly one minute.
The fuses are inhomogeneous, and may burn slowly at ﬁrst, then quickly, then
slowly, and so on. You have a match, and no watch. How do you measure
exactly 45 seconds?",1.6,Answer 1.60,"Light Fuse 1 at both ends and simultaneously light Fuse 2 at one
end. As soon as Fuse 1 is burned out (i.e., after 30 seconds), light the other
end of Fuse 2.
θ
rE
start here
SN
Figure A.6: S-E-N Problem: The Earth
Note: The Earth is a perfect sphere with radius E.Y o u s t a r t
your trek one mile north of a line of latitude having circumference
1/nmiles, and radius rmiles (so 2 πr=1/n). You must start
a distance of 1 + E·arcsin1
2πnEmiles from the south pole—see
Answer 1.61."
57,Question 1.61,"/_387 How many places are there on the Earth where you can walk
one mile south, one mile east, one mile north, and end up exactly where you
started? Assume the Earth is a perfect sphere, that your compass bearing is
constant on each leg of the walk, that all parts of the Earth are able to be
walked upon, and that your feet are arbitrarily small.",1.61,Answer 1.61,"If your answer is “none” or “one,” then go back and think again.
There are, in fact, an uncountably inﬁnite number of starting points that solve
this problem.
First of all, you could start at the north pole. On the middle leg of your walk
you would always be one mile south of the north pole, so the ﬁnal leg would
put you back where you started. Second, if you start at a point close to the
south pole but one mile north of a line of latitude having circumference one
©2021 Timothy Falcon Crack 165 All Rights Reserved Worldwide"
58,Question 1.62,"/_387 This is an absolute classic. A king demands a tax of 1,000 gold
sovereigns from each of 10 regions of his nation. The tax collectors for each
region bring him the requested bag of gold coins at year end. An informant
tells the king that one tax collector is cheating and giving coins that are
consistently 10% lighter than they should be, but he does not know which
collector is cheating. The king knows that each coin should weigh exactly one
ounce. How can the king identify the cheat by using a weighing device exactly
once? (I have seen the same question asked with 10 pill bottles, nine of which
have pills weighing 10g, but one of which has pills weighing 9g, and your task
is to identify the bottle of light pills by using a weighing device exactly once.)
11Try the same question with four cards (two red, two black).
©2021 Timothy Falcon Crack 59 All Rights Reserved Worldwide",1.62,Answer 1.62,"The king should take one coin from bag one, two coins from bag
two, three coins from bag three, and so on, ﬁnishing with ten coins from bag
ten. Place this collection on the weighing device, and look for the discrepancy
from/summ⎬tiontext10
i=1iounces. If the actual weight is 0.40 ounces short, for example,
then bag four is light, and collector four is the cheat."
59,Question 1.63,"How many consecutive zeroes are there at the end of 100! (100
factorial). For example, 12!=479,001,600 has two consecutive zeroes at the
end.",1.63,Answer 1.63,"100!=100 ×99×98×···× 3×2×1. Factor each number and
count how many supply a 5. Combine the 5’s with all the 2’s going spare to
get the 10’s that give 0’s at the end of 100!. The following supply a 5 (or two
ﬁves, as indicated): 5, 10, 15, 20, 25(2), 30, 35, 40, 45, 50(2), 55, 60, 65, 70,
75(2), 80, 85, 90, 95, 100(2). This gives the 24 zeroes at the end of 100!:60
933 26215
44394 41526 81699 23885 62667
00490 71596 82643 81621 46859
29638 95217 59999 32299 15608
94146 39761 56518 28625 36979
20827 22375 82511 85210 91686
40000 00000 00000 00000 00000
60Type vpa factorial(100) 158 in MATLAB; vpa is variable precision arithmetic.
©2021 Timothy Falcon Crack 166 All Rights Reserved Worldwide"
60,Question 1.64,"/_387 Again, an absolute classic. You hire a man to work in your yard
for seven days. You wish to pay him in gold. You have one gold bar with
seven parts—like a chocolate bar. You wish to pay him one gold part per day,
but you may snap the bar in only two places. Where do you snap the bar so
that you may pay him at the end of each day, and so that on successive days
he may use what you paid him previously to make change?",1.64,Answer 1.64,"Snap the bar into pieces that are one, two, and four parts long,
respectively. On day one, give him one part. On day two, exchange your two
parts for his one. On day three, give him back the one part. On day four,
exchange four parts for his three. On day ﬁve, give him one more part. On
day six, exchange your two parts for his one. On day seven, give him back the
one part.
You may have missed it on ﬁrst reading, but the lengths of the pieces are 20,
21,a n d22parts, respectively. So, we are counting in binary.61More generally,
if we have a gold bar that is (2N)−1p a r t sl o n g ,w ec a ng e n e r a t ea n yi n t e g e r
payment from zero parts up to (2N)−1p a r t sb yb r e a k i n gt h eb a ri n t o N
pieces, with lengths 2iparts, for i=0,1,. . . , 2N−1."
61,Question 1.65,"/_387You have an array that contains 99 distinct integers from the set
{1,2,3,...,100}.H o ww o u l dy o uw r i t eap r o g r a mt oﬁ g u r eo u tw h i c hi n t e g e r
is missing?",1.65,Answer 1.65,"We know the sum/summ⎬tiontext100
i=1i=n(n+1)
2/vextendsingle/vextendsingle/vextendsingle
n=100=5,050. So, add up
all the integers in the array and subtract them from 5,050 to ﬁnd the missing
number."
62,Question 1.66,"/_387 Why are images in a mirror ﬂipped horizontally and not verti-
cally? For example, although I wear my wristwatch on my left wrist, and my
reﬂection wears his on his right wrist, my reﬂection is not standing on his
head.",1.66,Answer 1.66,"Let us attack the mirror problem in stages.
Your Perspective, No Rotations: Put your wristwatch on your left wrist
and stand facing a mirror with your arms held out as though you are being
cruciﬁed (it is a tough interview remember). Your reﬂected self’s wristwatch-
bearing arm is pointing the same direction as yours. Your wristwatch is to
the left of your head, and your reﬂected self’s wristwatch is also to your left
of his or her head. There has been no ﬂipping of left for right. Similarly, if
your head is pointing up, then your reﬂected self’s head is also pointing up,
andthere has been no ﬂipping of up for down.
Perhaps this is clearer if you write a sentence on a transparent plastic sheet,
and hold the sheet in front of your body, as though there is no mirror at all
and you are simply reading what you have just written. Now look in the
mirror. The reﬂection of your sheet in the mirror is notreversed. That is, the
left-most word is still left most, the right-most word is still right most, and
you can still read the reﬂected image from left to right.
Viewed from your perspective, everything about you that is left, right, up,
or down is still left, right, up, or down, respectively, in your reﬂected image.
There is thus noﬂipping of left for right or up for down. What hasﬂipped
61It h a n kM a r kC a w s t o nf o rd i s c u s s i o n sr e g a r d i n gt h i sa n s w e r ;a n ye r r o r sa r em i n e .
©2021 Timothy Falcon Crack 167 All Rights Reserved Worldwide"
63,Question 1.67,"Three men and one woman wish to have safe, mutually non-infectious, heterosexual intercourse. They have only two condoms. The condoms cannot be washed, and we assume they do not break or leak. Is there a way for each of the three men to have intercourse with the woman without transmitting any infection among them? If so, how?",1.67,Answer 1.67,"Yes, it can be done, in theory if not in practice. If you are stuck
and looking for a hint, think about inverting a condom and covering it with
another.
Let us label the condoms C1, and C2, and the men M1,M2, and M3.M1
wears C1w i t h C2p l a c e do v e ri t . M2t h e nu s e s C2, which is still clean inside.
M3 then wears C1i n v e r t e d( C1’s outside, you will recall, was kept clean by
C2), and places the twice-used C2o v e ri t .D o n ’ tt r yt h i sa th o m e ."
64,Question 1.68,"Consider a grid. You start at coordinate (0 ,0) and move one
step at a time, eventually arriving at coordinate (5 ,5). With each step you
may move only one step east or one step north but never diagonally. How
many paths are there from (0 ,0) to (5 ,5)?",1.68,Answer 1.68,"You will take a total of ten steps. Five of these steps will be east;
ﬁve will be north. You only need to choose which ﬁve of the ten steps are east.
There are/p⎬renleft⎭ig10
5/p⎬renright⎭ig=10!
5!(10 −5)!=10·9·8·7·6
5·4·3·2·1=30,240
120= 252 ways to make this choice."
65,Question 1.69,"/_387 Six friends go out to lunch. The bill is $132.67. They decide to
add a 20% tip and split the total six ways evenly. What does each person pay?",1.69,Answer 1.69,"Easier than it looks! If the bill is X, then with the tip it is 1.2 X
©2021 Timothy Falcon Crack 168 All Rights Reserved Worldwide"
66,Question 1.70,"You walk into a pizza shop. They sell three sizes of pizza: small,
medium, and large. All are perfectly circular, have the same thickness, and
have the same density of toppings. The price of a large pizza is equal to the
price of a medium pizza plus the price of a small pizza: PL = PM + PS. You
see a group of your friends already sitting in the pizza store and they have just
had one of each size pizza delivered to their table plus they have been given
one empty box to take any leftovers home in. Each of their pizzas has been
pre-cut into (perfect) sixths. Their box is a (perfect) square. You are looking at your friends� uneaten pizzas and are trying to choose between ordering one
large pizza for yourself or ordering one medium plus one small for yourself.
The cost is the same, but how can you determine which choice gives better
value?",1.7,Answer 1.70,"We need to ﬁgure out whether the area of the large pizza is greater
or smaller than the sum of the areas of the medium and small pizzas. The
area of a circle is proportional to the square of the diameter. So, let L,M,a n d
Sbe the diameters of the three pizzas, respectively. We need only take half
of each pizza and lay the three halves on the table so that the corners touch
and the three diameters form a triangle. If the angle in the corner where the
small and medium pizzas touch is a right angle (check it using one corner of
the pizza box!), then L2=M2+S2holds by Pythagoras’ Theorem and the
two orders are equally attractive. If the angle is larger than a right angle, then
L2>M2+S2and the large pizza is the better deal. If the angle is smaller
than a right angle, then L2<M2+S2and the small pizza plus medium pizza
is the better deal. We could alternatively use a single slice from each pizza
(with side length equal to the radius of the circle) and form a triangle of side
lengths."
