Item Number,Content
Answer 1.63,"100!=100 ×99×98×···× 3×2×1. Factor each number and
count how many supply a 5. Combine the 5’s with all the 2’s going spare to
get the 10’s that give 0’s at the end of 100!. The following supply a 5 (or two
ﬁves, as indicated): 5, 10, 15, 20, 25(2), 30, 35, 40, 45, 50(2), 55, 60, 65, 70,
75(2), 80, 85, 90, 95, 100(2). This gives the 24 zeroes at the end of 100!:60
933 26215
44394 41526 81699 23885 62667
00490 71596 82643 81621 46859
29638 95217 59999 32299 15608
94146 39761 56518 28625 36979
20827 22375 82511 85210 91686
40000 00000 00000 00000 00000
60Type vpa factorial(100) 158 in MATLAB; vpa is variable precision arithmetic.
©2021 Timothy Falcon Crack 166 All Rights Reserved Worldwide"
Answer 1.64,"Snap the bar into pieces that are one, two, and four parts long,
respectively. On day one, give him one part. On day two, exchange your two
parts for his one. On day three, give him back the one part. On day four,
exchange four parts for his three. On day ﬁve, give him one more part. On
day six, exchange your two parts for his one. On day seven, give him back the
one part.
You may have missed it on ﬁrst reading, but the lengths of the pieces are 20,
21,a n d22parts, respectively. So, we are counting in binary.61More generally,
if we have a gold bar that is (2N)−1p a r t sl o n g ,w ec a ng e n e r a t ea n yi n t e g e r
payment from zero parts up to (2N)−1p a r t sb yb r e a k i n gt h eb a ri n t o N
pieces, with lengths 2iparts, for i=0,1,. . . , 2N−1."
Answer 1.65,"We know the sum/summ⎬tiontext100
i=1i=n(n+1)
2/vextendsingle/vextendsingle/vextendsingle
n=100=5,050. So, add up
all the integers in the array and subtract them from 5,050 to ﬁnd the missing
number."
Answer 1.66,"Let us attack the mirror problem in stages.
Your Perspective, No Rotations: Put your wristwatch on your left wrist
and stand facing a mirror with your arms held out as though you are being
cruciﬁed (it is a tough interview remember). Your reﬂected self’s wristwatch-
bearing arm is pointing the same direction as yours. Your wristwatch is to
the left of your head, and your reﬂected self’s wristwatch is also to your left
of his or her head. There has been no ﬂipping of left for right. Similarly, if
your head is pointing up, then your reﬂected self’s head is also pointing up,
andthere has been no ﬂipping of up for down.
Perhaps this is clearer if you write a sentence on a transparent plastic sheet,
and hold the sheet in front of your body, as though there is no mirror at all
and you are simply reading what you have just written. Now look in the
mirror. The reﬂection of your sheet in the mirror is notreversed. That is, the
left-most word is still left most, the right-most word is still right most, and
you can still read the reﬂected image from left to right.
Viewed from your perspective, everything about you that is left, right, up,
or down is still left, right, up, or down, respectively, in your reﬂected image.
There is thus noﬂipping of left for right or up for down. What hasﬂipped
61It h a n kM a r kC a w s t o nf o rd i s c u s s i o n sr e g a r d i n gt h i sa n s w e r ;a n ye r r o r sa r em i n e .
©2021 Timothy Falcon Crack 167 All Rights Reserved Worldwide"
Answer 1.67,"Yes, it can be done, in theory if not in practice. If you are stuck
and looking for a hint, think about inverting a condom and covering it with
another.
Let us label the condoms C1, and C2, and the men M1,M2, and M3.M1
wears C1w i t h C2p l a c e do v e ri t . M2t h e nu s e s C2, which is still clean inside.
M3 then wears C1i n v e r t e d( C1’s outside, you will recall, was kept clean by
C2), and places the twice-used C2o v e ri t .D o n ’ tt r yt h i sa th o m e ."
Answer 1.68,"You will take a total of ten steps. Five of these steps will be east;
ﬁve will be north. You only need to choose which ﬁve of the ten steps are east.
There are/p⎬renleft⎭ig10
5/p⎬renright⎭ig=10!
5!(10 −5)!=10·9·8·7·6
5·4·3·2·1=30,240
120= 252 ways to make this choice."
Answer 1.69,"Easier than it looks! If the bill is X, then with the tip it is 1.2 X
©2021 Timothy Falcon Crack 168 All Rights Reserved Worldwide"
Answer 1.70,"We need to ﬁgure out whether the area of the large pizza is greater
or smaller than the sum of the areas of the medium and small pizzas. The
area of a circle is proportional to the square of the diameter. So, let L,M,a n d
Sbe the diameters of the three pizzas, respectively. We need only take half
of each pizza and lay the three halves on the table so that the corners touch
and the three diameters form a triangle. If the angle in the corner where the
small and medium pizzas touch is a right angle (check it using one corner of
the pizza box!), then L2=M2+S2holds by Pythagoras’ Theorem and the
two orders are equally attractive. If the angle is larger than a right angle, then
L2>M2+S2and the large pizza is the better deal. If the angle is smaller
than a right angle, then L2<M2+S2and the small pizza plus medium pizza
is the better deal. We could alternatively use a single slice from each pizza
(with side length equal to the radius of the circle) and form a triangle of side
lengths."
Answer 1.71,"A sixth order polynomial has six roots. From complex analysis
you may recall that the roots to this sort of equation are distributed evenly on
ac i r c l ei nt h ec o m p l e xp l a n eo fr a d i u se q u a lt ot h ep o s i t i v er e a lr o o t .S o ,t h e
roots are zk=2ek2πi
6fork=0,1,2,3,4,5.Note that eπi=−1,so 2eπi=−2,
which makes sense."
Answer 1.72,"Let us use the standard high school physics equations for linear
motion with constant acceleration. There are, however, two good reasons for
having a sensible guess before doing any math. First, if our calculations give
an answer that is wildly diﬀerent from our guess, then we have some baseline
ﬁgure for suspecting we may have made an error in the math. Second, if you
start with a guess, it may be that your interviewer will hold up a hand and say
“OK, ﬁne, let’s move to the next question.” He or she may just have wanted
to get an estimate out of you to see if you can estimate anything. They may
not be interested at all in whether you remember simple equations of motion.
So, I would say “Well, I can estimate it using equations for linear motion with
constant acceleration, but ﬁrst let me guess that it is something like ...ﬁve
seconds and 100 miles per hour” (or whatever your guess is).
Now, if we have to go on to the math, I would tell the interviewer that these
equations of motion ignore air resistance, and any updraft caused by wind hit-
ting the building. The penny may in fact reach “terminal velocity” (i.e., when
drag from the air resistance produces an upward force that perfectly counters
the force of gravity, and the penny stops accelerating). Even if it does not
reach terminal velocity, my estimate of speed will be an upper bound only
©2021 Timothy Falcon Crack 169 All Rights Reserved Worldwide"
Answer 1.73,"You are asked to express the integral f(x)=/integr⎬ltext∞
t=xe−at2
2+btdtin
terms of N(x). If you take that literally, then you will get stuck because that
cannot be done for general x. Rather, we will aim to express the integral as a
function of N(g(x)) for some g(·).
We are aiming for the integrand to take the functional form of the pdf of the
standard normal: n(u)≡1√
2πe−1
2u2. So, we need to “complete the square” in
the exponent, change variables, and be sure to remember the√
2πmultiplier.
Let us focus on completing the square in the exponent ﬁrst; we need the minus
one-half multiplier, so we can pull that out and then add and subtract half
©2021 Timothy Falcon Crack 170 All Rights Reserved Worldwide"
Answer 1.74,"Well, if the answer were zero they wouldn’t be asking it. Just
multiply by the ratio of its conjugate to itself and divide numerator and de-
©2021 Timothy Falcon Crack 171 All Rights Reserved Worldwide"
Answer 1.75,"Lety=xx,then take logs, diﬀerentiate implicitly, use the product
rule, and then use the deﬁnition of yto recover the answer:
ln(y)= xln(x)
1
ydy
dx=l n ( x)+1
dy
dx=xx(1 + ln( x))."
Answer 1.76,"Following on from the previous question, y=xximplies that
dy
dx=xx(1 + ln( x)). Solving the ﬁrst-order conditiondy
dx= 0, restricted to
x>0, yields immediately ln( x)=−1, and thus that x=e−1=1 / eat the
minimum. Plugging this xback into y=xxyields y= (1/ e)1/e=e−1/eat
its lowest point.
We should check the second-order condition to conﬁrm that this is a minimum.
We can use the product rule and our ﬁrst derivative result.
dy
dx=xx(1 + ln( x))
=⇒d2y
dx2=( xx)2(1 + ln( x)) +xx·1
x
=/p⎬renleft⎜ig
x2x/p⎬renright⎜ig
(1 + ln( x)) +xx−1
Plugging in our argmin, x=1 / e,y i e l d sd2y
dx2/vextendsingle/vextendsingle/vextendsingle
x=1 /e=e1−1/e=e(e−1)/e>0.
So, we have found the minimum.
Note that when x<0,y=xxis not continuously real valued (nor is it a
uniquely-valued function; see Meyerson [1996]). There are, however, some
negative xvalues where y=xxis unambiguously real valued. For example,
©2021 Timothy Falcon Crack 172 All Rights Reserved Worldwide"
Answer 1.77,"If you ask, your interviewer will conﬁrm that he or she expects an
exact solution and not some estimate, that you are allowed to ﬂip any coin if
you wish, and that the two piles need not have the same number of coins in
each. Now go back and try again before peeking any further.
You know the total number of heads in the 100 coins is equal to 10. So,
suppose you form one pile of Ncoins, and one pile of 100 −Ncoins. Let us
assume that there are Hheads and N−Htails in the ﬁrst pile (but you do
not know H).
Thus there are 10 −Hheads in the second pile and 90 −(N−H) tails in the
second pile. How can you get the number of heads in each pile to be the same?
Well, you cannot balance Hand 10 −Hbecause you don’t (and can’t) know
what His.
What do you know? You know you can ﬂip any coin. What if you ﬂipped
every coin in one pile? There is, after all, some sort of constrained symmetry
going on here. Let’s say you ﬂip every coin in the ﬁrst pile. Then you have
N−Hheads in the ﬁrst pile. Can you choose Nso that the number of heads
in each pile is the same in that case, that is, N−H=1 0 −H?Y e s , c l e a r l y
choosing N=1 0d o e st h ej o b .
So, all you have to do is split the coins into a pile of 10 coins and a pile of
90 coins, and then ﬂip every coin in the pile of 10 coins. If you had chosen
instead to ﬂip every coin in the second pile (i.e., the pile of 100 −Ncoins),
the algebra would have yielded exactly the same solution (you should check
that).
If you get mixed up in the interview, just plug some numbers in. For example,
suppose you start oﬀ with 3 heads and 7 tails, say, in the pile of 10 coins,
then you must have 7 heads and 83 tails in the pile of 90 coins. You can see
immediately that ﬂipping every coin in the pile of 10 coins will give 7 heads
in each pile.
In practice, of course, you don’t know how many heads are in each pile, just
that they are the same number. You might even end up with zero heads in
each pile if you happened to initially move all 10 heads into the pile of 10
coins.
If the interviewer had asked instead for the same number of tails in each pile,
you would form a pile of 10 coins and a pile of 90 coins, and ﬂip every coin in
62Meyerson (1996) argues that xx=exlog(x)takes the values exLog|x|+iπnxwhere Log( ·)i st h e
real-valued logarithm, log( x) is the complex multiple-valued logarithm, nis even if x>0,nis
odd if x<0, and each ncorresponds to a “thread” around a spindle-shaped three-dimensional
plot (i.e., an Argand plane of complex-valued z=xxperpendicular to real-valued x,w h e r e
−∞<x< ∞). I used MATLAB to draw this three-dimensional plot for −4≤x≤2w i t h
n=−9,−7,−5,−3,−1,0,2,4,6,8,10 (i.e., 11 threads); it looks cool when rotated in three dimen-
sions. This interview question deals only with the special case x>0w h e n n= 0.
©2021 Timothy Falcon Crack 173 All Rights Reserved Worldwide"
Answer 1.78,"I will give two diﬀerent approaches to estimate π.T h e ﬁ r s t a p -
proach uses a simple Monte-Carlo simulation. The second uses the Leibniz
formula. Other techniques exist.
FIRST SOLUT ION
Simulate pairs of random variables ( x, y), each distributed uniform on the
unit interval [0 ,1]. These pairs, when plotted in two dimensions, populate
a unit square. A circle with unit diameter may be inscribed within the
unit square. I just need to count what proportion of points ( x, y)s a t i s f y
x2+y2≤1. The area of the circle dividend by the area of the unit square
isπ·r2/sl⎬sh⎭ig1= π·/p⎬renleft⎜ig
1
2/p⎬renright⎜ig2/sl⎬sh⎭igg
1= π/4. So, just multiply the relative proportion of
points within the circle by four. Even with sample size only 1,000,000, the
answer is generally accurate to within a tenth of a percentage point (i.e., ﬁrst
two decimal places correct).
SECOND SOLUT ION
The famous Leibniz formula for πis given in Equation A.20.63
π
4=∞/summ⎬tiondispl⎬y
n=0(−1)n
2n+1(A.20)
Cutting oﬀ Equation A.20 at n=1 0,000 yields an approximation accurate to
three decimal places (i.e., 3.14169264359053). Cutting it oﬀ at n= 10,000,000
is accurate to six decimal places (i.e., 3.14159275358978). Convergence is a
little slow.
Note, however, that the partial sums in Leibniz’s approximation (like many
numerical techniques for pricing options) bounces up and down as nincreases,
alternately overestimating and then underestimating π/4. Like acceleration
techniques for pricing options, using the average of two successive estimates
will therefore improve accuracy (Crack, 2021). So, let B(N)=4 ·/summ⎬tiontextN
n=0(−1)n
2n+1.
Then with N=1 0 ,000, [ B(N)+B(N−1)]/2 = 3 .14159264859028 ,which is
accurate to seven decimal places, or eight if you round. With N=1 0,000,000,
[B(N)+B(N−1)]/2 = 3 .14159265358979, which is accurate to 14 decimal
places."
Answer 1.79,"The short answer is that sitting in any position from 1 o’clock to
11 o’clock is equally likely to win the prize, with probability p=1 / 1 1f o re a c h
seat. If you are peeking here for hints, go back now and think again.
63Note that arctan( z)=/summ⎬tiontext∞
k=0(−1)kz2k+1
2k+1for|z|≤1 and z̸=−1(Abramowitz and Stegun, 1972,
p. 81). Plug in z=1t og e tt h eL e i b n i zf o r m u l a .
©2021 Timothy Falcon Crack 174 All Rights Reserved Worldwide"
Answer 1.80,"As y m m e t r i c n×nreal-valued matrix Ais said to be positive
deﬁnite if for all non-zero n×1r e a l - v a l u e dv e c t o r s ⃗z,w eh a v et h a t ⃗z′A⃗z>0,
where ⃗z′is the transpose of ⃗z(Ayers, 1962). Similarly, Ais negative deﬁnite,
positive semi-deﬁnite, or negative semi-deﬁnite, if under the same conditions
⃗z′A⃗z<0,⃗z′A⃗z≥0,or⃗z′A⃗z≤0,respectively. Matrices that are none of the
above are called indeﬁnite.
These deﬁnitions can also be given in terms of eigenvalues. A symmetric
n×nreal-valued matrix Ais positive deﬁnite, negative deﬁnite, positive semi-
deﬁnite, or negative semi-deﬁnite, respectively, if and only if all of the eigen-
values of Aare positive, negative, non-negative, or non-positive, respectively.
Indeﬁnite matrices have both positive and negative eigenvalues.
Am o r eg e n e r a ld e ﬁ n i t i o no fap o s i t i v ed e ﬁ n i t em a t r i xa l l o w st h a t Aand⃗z′be
complex valued. In that case, an n×nHermitian matrix A(i.e., one that is
equal to its complex conjugate transpose) is positive deﬁnite if for all complex-
valued n×1 vectors ⃗z,t h er e a lp a r to f ⃗z∗A⃗z>0,where ⃗z∗is the complex
conjugate of the transpose of ⃗z.
All the above assumes that the matrix be symmetric (if real-valued) or Her-
mitian (if complex valued). The deﬁnition of a positive deﬁnite matrix
can, however, be generalized to non-symmetric and non-Hermitian matrices
(mathworld.wolfram.com ). In that case, the deﬁnition is applied only to the
symmetric part or Hermition part of the matrix, respectively.66
What about portfolio theory applications, theoretical and otherwise? In prac-
tice, portfolio optimization tools often assume that the VCV matrix is positive
deﬁnite (Kwan, 2010). For example, to obtain the standard Markowitz frontier
assuming short selling, you need that the variance-covariance (VCV) matrix
be invertible (Crack, 2020b). A positive deﬁnite matrix is invertible, but a
positive semi-deﬁnite matrix might have a zero eigenvalue, and therefore be
non-invertible.
Suppose that ⃗Ris an n×1v e c t o ro ff u t u r er a n d o mr e t u r n st oﬁ n a n c i a la s -
sets. Let Vbe the population VCV matrix with σij=c o v ( Ri,Rj)i nt h e ijth
position. Then, Vis positive semi-deﬁnite, because for any real-valued n×1
vector ⃗z,
⃗z′V⃗z=v a r/p⎬renleft⎜ig
⃗z′⃗R/p⎬renright⎜ig
≥0. (A.26)
66As q u a r em a t r i x Amay be written as A=AS+AA,where AS=1
2(A+A′)i st h es y m m e t r i c
part of A, and AA=1
2(A−A′)i st h ea n t i - s y m m e t r i cp a r to f A. An analogous result holds for
Hermition matrices, using the complex conjugate transpose.
©2021 Timothy Falcon Crack 177 All Rights Reserved Worldwide"
Answer 1.81,"In practice, how do you test whether a square matrix is positive
deﬁnite? You cannot possibly test whether ⃗z′A⃗z>0,for all non-zero ⃗z′.S o ,
let us look at several techniques. Then we will discuss which one is computa-
tionally easiest without using pre-canned routines.
First, I would like to use Sylvester’s criterion , but we need to review
some terms. A sub-matrix obtained by deleting the ithrow and the jthcolumn
of an n×nmatrix is an ( n−1)×(n−1) matrix. The determinant of this
sub-matrix is called a minor (or, more fully, a minor determinant of order
n−1), and is sometimes denoted Mi,j.I f a n y t w o r o w s {i1,i2}and any two
columns {j1,j2}are deleted, then the determinant of the resulting sub-matrix
is a minor of order n−2, denoted Mi1,i2,j1,j2,a n ds oo n . I ft h en u m b e r i n g
of the deleted row(s) is identical to the numbering of the deleted column(s),
then the determinant of the resulting sub-matrix is a principal minor (of order
k,w h e r e n−krows and the same n−kcolumns have been deleted). The
determinants of the upper-left sub-matrices, in particular, are known as the
“leading principal minors” (Ayers, 1962).
So, for example, for a 5 ×5m a t r i x ,d e l e t i n gt h eﬁ r s tr o wa n dt h eﬁ f t hc o l u m n
produces a sub-matrix whose determinant, M1,5,i sam i n o r . I ti sn o t ,h o w e v e r ,
a principal minor, leading or otherwise. Deleting the second row and the sec-
ond column of the original matrix produces a sub-matrix whose determinant,
M2,2, is a principal minor, but it is not a leading principal minor. Finally,
deleting rows k:5a n dc o l u m n s k:5 ,f o ra n y k∈{2,3,4,5}produces a sub-
matrix whose determinant, Mk:5,k:5,i sal e a d i n gp r i n c i p a lm i n o r . ( N o t et h a t
deleting no rows and no columns of the original matrix produces, trivially, a
©2021 Timothy Falcon Crack 178 All Rights Reserved Worldwide"
Answer 1.82,"To identify local extrema of a function of two variables, we need
to conduct the second (partial) derivative test (Abramowitz and Stegun, 1972,
p. 14; Spiegel, 1981, p. 164). Let me review the test procedure, and then we
can apply the test to the case f(x, y)=x3+y3−2xy.
Suppose that f(x, y) is a function of two variables whose second partial deriva-
tives exist. Then Equation A.37 gives the Hessian matrix of f(x, y).
H(x, y)=⎛
⎜⎝∂2f(x,y)
∂x2∂2f(x,y)
∂x∂y
∂2f(x,y)
∂y∂x∂2f(x,y)
∂y2⎞
⎟⎠=/p⎬renleft⎜igg
fxx(x, y)fxy(x, y)
fyx(x, y)fyy(x, y)/p⎬renright⎜igg
(A.37)
LetD(x, y)b et h ed e t e r m i n a n to f H.T h e n D(x, y) is called the discriminant
of the second derivative test, and is given in Equation A.38.
D(x, y)= d e t [ H(x, y)] = fxx(x, y)fyy(x, y)−fxy(x, y)fyx(x, y)
=fxx(x, y)fyy(x, y)−[fxy(x, y)]2(A.38)
Suppose now that ( xc,yc)i sac r i t i c a lp o i n to ft h ef u n c t i o n f(x, y). That is,
fx(xc,yc)=0a n d fy(xc,yc)=0 . T h e n ,w eh a v et h ef o l l o w i n gr u l e s .
•IfD(xc,yc)>0a n d fxx(xc,yc)>0, then ( xc,yc)i sa local minimum of
the function f(x, y).
•IfD(xc,yc)>0a n d fxx(xc,yc)<0, then ( xc,yc)i sa local maximum of
the function f(x, y).
•IfD(xc,yc)<0, then ( xc,yc)i sa saddle point of the function f(x, y).
•IfD(xc,yc)=0 ,t h e nt h et e s ti s inconclusive ,a n d( xc,yc) could be any of
al o c a lm a x i m u m ,l o c a lm i n i m u m ,o rs a d d l ep o i n to ft h ef u n c t i o n f(x, y).
There are several notes to add to this.
©2021 Timothy Falcon Crack 183 All Rights Reserved Worldwide"
Answer 1.83,"At ﬁrst glance, this sounds like a statistics question. I put it in this
chapter, however, because it follows naturally from the previous two questions
about matrices and their properties. I discuss two solution techniques. The
ﬁrst uses Sylvester’s criterion, and the second uses eigenvalues.
FIRST SOLUT ION
We have that the correlation matrix, C, of the three random variables, is given
by Equation A.43.
C=⎛
⎜⎝1ρρ
ρ1ρ
ρρ 1⎞
⎟⎠ (A.43)
Before hitting this problem over the head with any deep analysis, ask yourself
what values of ρare possible in Equation A.43. Well, ρ=0i sp e r f e c t l y
feasible, because that is what we would get if the three random variables
were statistically independent of each other. Also, ρ=1i sp e r f e c t l yf e a s i b l e ,
because that is what we would get if each random variable were perfectly
correlated with each other. For example, if the three random variables are
X1=aY+d
X2=bY+e
X3=cY+f,
©2021 Timothy Falcon Crack 185 All Rights Reserved Worldwide"
Answer 1.84,"The point of this question is not for you to give a formal deﬁnition
of an integral, or a rundown of diﬀerent types of integrals, but rather to provide
an opportunity for you to demonstrate simple/deep intuition.
©2021 Timothy Falcon Crack 187 All Rights Reserved Worldwide"
Answer 1.85,"Following on from our previous answer about integrals, E[g(X)]
may be interpreted as a probability-weighted average of values of g(X), where
X∼N(µ, σ2). A Monte-Carlo simulation does not discretize the domain of
the pdf (though that would work too), but rather it relies upon the strong law
of large numbers.
Khinchine’s Strong Law of Large Numbers (SLLN) says that if the sample
Y1,Y2,...,Y N,...are IID with E(Yi)=µY(a ﬁnite number) for each i,t h e n ,
with probability one,
¯Yn≡1
NN/summ⎬tiondispl⎬y
i=1Yi→µY,asn→∞.
That is, in plain English, the sample mean approaches the true mean as the
sample size increases.
So, all we have to do is sample Nvalues xifrom N(µ, σ2) via computer
program, and calculate
/hatwiderE[g(X)] =1
NN/summ⎬tiondispl⎬y
i=1g(xi).
Convergence is guaranteed because the g(xi)a r eI I Dw i t he x p e c t e dv a l u e s
E[g(X)].
Typical values of Nare of the order of 10,000 or 20,000. Standard central
limit theorem results allow us to put a conﬁdence interval about our estimator.
Large sample sizes give narrower conﬁdence intervals."
Answer 1.86,"When I saw 29 ×29, I immediately noticed that 29 is only 1 less
than 30. I know that 30 ×30 = 900, so all I have to do is add 29 and 30 (to
get 59) and then subtract that from 900 to get 841. Let me explain...
You likely already know that a2−b2=(a+b)(a−b). In the case that a=b+1,
this reduces to a2−b2=a+b.T h ef a c tt h a t2 9i so n el e s st h a n3 0 ,a n dt h a t
302=9 0 0i se a s yt oﬁ g u r ei ny o u rh e a d ,s u g g e s t st om et h a tt h e yw a n ty o u
to ﬁnd the answer as 302−292=3 0+2 9=5 9 . S o ,2 92is 59 less than 900,
which is 841.
Alternatively, just multiply it out and add the parts:
9×9=8 1
20×9=1 8 0
9×20 = 180
20×20 = 400 ,
and 400+360+81=841.
©2021 Timothy Falcon Crack 193 All Rights Reserved Worldwide"
Answer 1.87,"Unlike the previous question, when I saw 43 ×43, I immediately
thought I should just multiply it out and add the parts:
3×3=9
3×40 = 120
40×3=1 2 0
40×40 = 1 ,600,
and 1,600+240+9=1849."
Answer 1.88,"When I heard 21 ×19, it jumped out at me as ( n+1 ) ×(n−1),
forn=2 0 . W ek n o wt h a t( n+1 ) ×(n−1) = n2−1, and that 202= 400, so
we get 399 immediately."
Answer 1.89,"You need only ask for a single piece of fruit to deduce the correct
labeling. If you are peeking here for a hint, then go back and ask yourself how
it can be done with only a single piece of fruit.
Given the symmetry of the problem, my initial instinct was that asking for
fruit from the barrel labeled “Apples,” or the one labeled “Oranges,” was not
going to solve the problem.
If you ask for a single piece of fruit from the barrel labeled “Apples and
Oranges,” then, given the mis-labeling, you know that every other piece of
fruit in that barrel is the same as the piece you requested. So, suppose you are
handed an apple from this barrel. Then, you have located the true “Apples”
barrel, currently labeled “Apples and Oranges. ” Given that you now know
where the true “Apples” barrel is, then you now know that the barrel labeled
“Oranges” cannot be the true “Apples” barrel. By construction, however, the
barrel labeled “Oranges” also cannot be the true “Oranges” barrel (because
every barrel is mis-labeled). Therefore, the barrel labeled “Oranges” must be
the true “Apples and Oranges” barrel (there is no other choice remaining).
Thus, we deduce that the remaining barrel, labeled “Apples,” must be the
true “Oranges” barrel.
Another way to think about the problem is that once you have identiﬁed that
the barrel labeled “Apples and Oranges” contains only apples, then you can
unpin the “Apples” label from its barrel, remove the “Apples and Oranges”
label, and pin the “Apples” label in its correct place. This leaves you with a
correctly labeled “Apples” barrel, an unlabeled barrel, an incorrectly labeled
“Oranges” barrel, and the “Apples and Oranges” label in your hand. You
know that the “Oranges” label has to move, and that the unlabeled barrel is
the only place to pin it. So, having done that, you can then pin the “Apples
and Oranges” label on the remaining barrel.
Of course, if at the initial step you are instead handed an orange from the
barrel labeled “Apples and Oranges,” then the argument is analogous (i.e., the
©2021 Timothy Falcon Crack 194 All Rights Reserved Worldwide"
Answer 1.90,"To compare 112.5with 400, I am going to square both sides and
ask how 115compares with 4002.I c a n q u i c k l y ﬁ g u r e t h a t 4 0 02is a 16 with
four zeroes after it. So, I will be looking at the leading digits of 115to see how
they compare with 16.
The number 11 has nice properties. For example, I know that 112= 121. In
fact, any number made just of ones, when squared, gives what I will call a
“podium” number. For example, 1 ,1112=1,234,321.
I have also memorized that 113=1,331. So, to get 115, I need to multiple
1,331 and 121 in my head. I can picture that (and I don’t know about you,
but I have to close my eyes for this one) I am going to have to add 133,100,
26,620, and 1,331. Subtracting 100,000 from the ﬁrst term and dropping any
thing smaller than 1,000, leaves me with 33,000, 26,000, and 1,000 which add
to give 60,000. So, adding back in the numbers I dropped, which I am not
going to actually bother doing, brings the grand sum to just over 160,000.
Thus, 112.5is a little bit bigger than 400."
Answer 1.91,"The interviewer told you that the lengths of two sides of a triangle
are 5 and 6, and asked you for the length of the third side. Let the two sides
have angle θbetween them, then for 0◦<θ< 180◦,t h et h i r ds i d eh a sl e n g t h
1<L< 11, respectively. You get equality only in the degenerate case of a
triangle with no area (i.e., when θ=0◦,180◦).
If the interviewer meant that it is a right-angle triangle (i.e., θ= 90◦), then we
can use Pythagoras’ Theorem to ﬁnd L2=52+62=6 1 ,a n dt h u s L=√
61.
With no calculator, I noted that 8 =√
64, and with 61 just below 64, I ﬁgured
maybe L≈73
4.M yg u e s si so u tb yl e s st h a n1 % : L=√
61≈7.81."
Answer 1.92,"Let me try a step-by-step approach. I know that the doubles (1 ,1)
and (2 ,2) are needed. So, each die needs a 1 and a 2. I need a 0 somewhere.
So, let me start with {0,1,2}and{1,2}.I t r i e d a d d i n g 3 , 4 , 5 , a n d 6 t o
the second die to have {0,1,2}and{1,2,3,4,5,6},a n dt h e n7 ,8 ,9t ot h e
ﬁrst die to get {0,1,2,7,8,9}and{1,2,3,4,5,6}. Then I discovered that I
could not get (0 ,7) or (0 ,8). I could, however, get (0 ,9) by inverting the 6.
Using that logic, let us drop the 6 and replace it with a 0: {0,1,2,7,8,9}and
{0,1,2,3,4,5}. I can see other equally-good choices obtained by any shuﬄing
of the 3, 4, 5, 7, 8, and 9."
Answer 1.93,"Like so many of the simpler quantitative interview questions, there
is a naive answer that is near at hand: If you think it takes four minutes to
make four slices of toast, then stop reading here, go back and think again.
©2021 Timothy Falcon Crack 195 All Rights Reserved Worldwide"
Answer 1.94,"Let me label the vertices closest to Aas 1, 2, and 3, and the
vertices closest to Bas 4, 5, and 6, as shown again in Figure A.9. Note that
every path that leaves Amust ﬁrst hit one of 1, 2, or 3. Each of these paths
has two possible next choices. This gives us six beginnings of paths. At this
point, the path then either jumps to Bin one step (with no choice), or to B
©2021 Timothy Falcon Crack 196 All Rights Reserved Worldwide"
Answer 1.95,"I give two related proofs that inﬁnitely many prime numbers exist.
FIRST SOLUT ION
Euclid gives a proof in about 300BC (Euclid, 2008, Book 9, Proposition 20).
Given a ﬁnite list of prime numbers p1,p2,...,p N,l e tΠ= p1·p2···pNbe
their product. Consider (Π + 1); either (Π + 1) is a prime number or it is
not. If (Π + 1) is a prime number, then our ﬁnite list of prime numbers was
incomplete, for (Π+1) is yet another. If (Π+1) is not a prime number, then it
is a composite number (i.e., a non-prime number). All composite numbers are
divisible by a prime number (Euclid, 2008, Book 7, Proposition 31). Let this
prime divisor be p.T h e n pcannot be one of p1,p2,...,p N.F o r ,i f i t w e r e ,s a y ,
p=pi, then (Π + 1) would be divisible by pi,b u tΠ( b yi t sv e r yd e ﬁ n i t i o n )i s
also divisible by pi.I n t h i s c a s e ,i t f o l l o w s t h a t 1 = ( Π + 1 ) −Πi sa l s od i v i s i b l e
bypi, which is absurd. Thus our ﬁnite list of prime numbers was incomplete,
forpis yet another.
In other words, given any ﬁnite list of prime numbers, yet another prime
number can be found. So, there must be inﬁnitely many prime numbers.
©2021 Timothy Falcon Crack 197 All Rights Reserved Worldwide"
Answer 1.96,"Following on from the answer to the previous question, let us use
factorials to construct a sequence of nconsecutive positive integers none of
which is prime.73Given positive integer n, without loss of generality, consider
the following nsuccessive numbers:
[(n+1 ) !+2 ] ,[(n+1 ) !+3 ] ,[(n+1 ) !+4 ] ,...,[(n+1 ) !+( n+1 ) ] .
The ﬁrst number is divisible by 2, the second number is divisible by 3, and so
on, up until the nthnumber which is divisible by ( n+1 ) . I tf o l l o w st h a tn o n e
of these nconsecutive numbers is prime, which was to be shown.
Note that the ﬁrstnumber at which a run of nsuccessive composite numbers
begins may be much lower than [( n+ 1)! + 2]. For example, when n=3 ,s u r e
enough [(3 + 1)! + 2] = (4! + 2) = 26, and 26, 27, 28 are consecutive composite
numbers, but so too are 8, 9, 10."
Answer 1.97,"Can the mean of two consecutive prime numbers be prime? No,
of course not. Replace the word “prime” with any other word, and the answer
is still no. If they are consecutive, then by deﬁnition there are none of them
in between!
73I thank Paul Bilokon for this proof; any errors are mine.
©2021 Timothy Falcon Crack 198 All Rights Reserved Worldwide"
